[34m[1mwandb[39m[22m: [33mWARNING[39m Calling wandb.run.save without any arguments is deprecated.Changes to attributes are automatically persisted.
INFO: You are using a CUDA device ('NVIDIA GeForce RTX 3090') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
INFO:lightning.pytorch.utilities.rank_zero:You are using a CUDA device ('NVIDIA GeForce RTX 3090') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
INFO: Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
INFO:lightning.fabric.utilities.distributed:Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
INFO: ----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
INFO:lightning.pytorch.utilities.rank_zero:----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
INFO:timm.models._builder:Loading pretrained weights from Hugging Face hub (timm/convnext_xxlarge.clip_laion2b_soup_ft_in1k)
INFO:timm.models._hub:[timm/convnext_xxlarge.clip_laion2b_soup_ft_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
INFO:RS_utils:{'input_size': (3, 256, 256), 'interpolation': 'bicubic', 'mean': (0.48145466, 0.4578275, 0.40821073), 'std': (0.26862954, 0.26130258, 0.27577711), 'crop_pct': 1.0, 'crop_mode': 'center'}
INFO:RS_utils:Compose(
    Resize(size=256, interpolation=bicubic, max_size=None, antialias=warn)
    CenterCrop(size=(256, 256))
    ToTensor()
    Normalize(mean=tensor([0.4815, 0.4578, 0.4082]), std=tensor([0.2686, 0.2613, 0.2758]))
 Best Top-1 Accuracy: [red]41.9%[/red]	Best Top-5 Accuracy: [red]80.6%[/red]
INFO:RS_utils:{'epoch': 0, 'batch_size': 4, 'lr': 0.00025, 'best_top1_acc': 41.935483870967744, 'best_top5_acc': 80.64516129032258}
INFO:RS_utils:{'epoch': 1, 'iteration': 0, 'progress': 0.0, 'loss': 2.2863, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 1, 'progress': 0.014492753623188406, 'loss': 2.2815, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 2, 'progress': 0.028985507246376812, 'loss': 1.2894, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 3, 'progress': 0.043478260869565216, 'loss': 2.5861, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 4, 'progress': 0.057971014492753624, 'loss': 2.0296, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 5, 'progress': 0.07246376811594203, 'loss': 1.7861, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 6, 'progress': 0.08695652173913043, 'loss': 1.8657, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 7, 'progress': 0.10144927536231885, 'loss': 2.66, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 8, 'progress': 0.11594202898550725, 'loss': 2.256, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 9, 'progress': 0.13043478260869565, 'loss': 1.5106, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 10, 'progress': 0.14492753623188406, 'loss': 1.9291, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 11, 'progress': 0.15942028985507245, 'loss': 2.1741, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 12, 'progress': 0.17391304347826086, 'loss': 1.7274, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 13, 'progress': 0.18840579710144928, 'loss': 1.8791, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 14, 'progress': 0.2028985507246377, 'loss': 1.5408, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 15, 'progress': 0.21739130434782608, 'loss': 1.699, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 16, 'progress': 0.2318840579710145, 'loss': 2.4612, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 17, 'progress': 0.2463768115942029, 'loss': 1.5837, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 18, 'progress': 0.2608695652173913, 'loss': 2.0236, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 19, 'progress': 0.2753623188405797, 'loss': 2.035, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 20, 'progress': 0.2898550724637681, 'loss': 1.8852, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 21, 'progress': 0.30434782608695654, 'loss': 1.9358, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 22, 'progress': 0.3188405797101449, 'loss': 1.8448, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 23, 'progress': 0.3333333333333333, 'loss': 2.4793, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 24, 'progress': 0.34782608695652173, 'loss': 1.6715, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 25, 'progress': 0.36231884057971014, 'loss': 1.5842, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 26, 'progress': 0.37681159420289856, 'loss': 2.0647, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 27, 'progress': 0.391304347826087, 'loss': 2.014, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 28, 'progress': 0.4057971014492754, 'loss': 1.9623, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 29, 'progress': 0.42028985507246375, 'loss': 1.7251, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 30, 'progress': 0.43478260869565216, 'loss': 1.832, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 31, 'progress': 0.4492753623188406, 'loss': 2.2117, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 32, 'progress': 0.463768115942029, 'loss': 2.149, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 33, 'progress': 0.4782608695652174, 'loss': 1.8449, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 34, 'progress': 0.4927536231884058, 'loss': 1.9545, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 35, 'progress': 0.5072463768115942, 'loss': 1.8106, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 36, 'progress': 0.5217391304347826, 'loss': 1.4883, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 37, 'progress': 0.5362318840579711, 'loss': 2.175, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 38, 'progress': 0.5507246376811594, 'loss': 2.0886, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 39, 'progress': 0.5652173913043478, 'loss': 1.9873, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 40, 'progress': 0.5797101449275363, 'loss': 2.3099, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 41, 'progress': 0.5942028985507246, 'loss': 1.9242, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 42, 'progress': 0.6086956521739131, 'loss': 2.0917, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 43, 'progress': 0.6231884057971014, 'loss': 1.987, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 44, 'progress': 0.6376811594202898, 'loss': 1.8355, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 45, 'progress': 0.6521739130434783, 'loss': 1.898, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 46, 'progress': 0.6666666666666666, 'loss': 2.0223, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 47, 'progress': 0.6811594202898551, 'loss': 1.8901, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 48, 'progress': 0.6956521739130435, 'loss': 1.9863, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 49, 'progress': 0.7101449275362319, 'loss': 2.031, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 50, 'progress': 0.7246376811594203, 'loss': 1.4894, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 51, 'progress': 0.7391304347826086, 'loss': 2.6063, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 52, 'progress': 0.7536231884057971, 'loss': 2.4917, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 53, 'progress': 0.7681159420289855, 'loss': 1.6818, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 54, 'progress': 0.782608695652174, 'loss': 2.0778, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 55, 'progress': 0.7971014492753623, 'loss': 2.5523, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 56, 'progress': 0.8115942028985508, 'loss': 1.3673, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 57, 'progress': 0.8260869565217391, 'loss': 2.2902, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 58, 'progress': 0.8405797101449275, 'loss': 1.6801, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 59, 'progress': 0.855072463768116, 'loss': 2.2186, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 60, 'progress': 0.8695652173913043, 'loss': 2.0024, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 61, 'progress': 0.8840579710144928, 'loss': 1.7821, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 62, 'progress': 0.8985507246376812, 'loss': 2.1611, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 63, 'progress': 0.9130434782608695, 'loss': 1.8924, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 64, 'progress': 0.927536231884058, 'loss': 1.6795, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 65, 'progress': 0.9420289855072463, 'loss': 2.3173, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 66, 'progress': 0.9565217391304348, 'loss': 1.9033, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 67, 'progress': 0.9710144927536232, 'loss': 1.7041, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'iteration': 68, 'progress': 0.9855072463768116, 'loss': 1.9092, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 1, 'batch_size': 4, 'lr': 0.00025, 'best_top1_acc': 6.451612903225806, 'best_top5_acc': 70.96774193548387}
INFO:RS_utils:{'epoch': 2, 'iteration': 0, 'progress': 0.0, 'loss': 1.8431, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 1, 'progress': 0.014492753623188406, 'loss': 2.0517, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 2, 'progress': 0.028985507246376812, 'loss': 2.0988, 'batch_size': 4, 'lr': 0.00025}
 Best Top-1 Accuracy: [red]6.5%[/red]	Best Top-5 Accuracy: [red]71.0%[/red]
INFO:RS_utils:{'epoch': 2, 'iteration': 3, 'progress': 0.043478260869565216, 'loss': 1.7019, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 4, 'progress': 0.057971014492753624, 'loss': 1.8535, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 5, 'progress': 0.07246376811594203, 'loss': 2.3004, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 6, 'progress': 0.08695652173913043, 'loss': 1.738, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 7, 'progress': 0.10144927536231885, 'loss': 2.2034, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 8, 'progress': 0.11594202898550725, 'loss': 1.6081, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 9, 'progress': 0.13043478260869565, 'loss': 1.9554, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 10, 'progress': 0.14492753623188406, 'loss': 2.2155, 'batch_size': 4, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 2, 'iteration': 11, 'progress': 0.15942028985507245, 'loss': 2.667, 'batch_size': 4, 'lr': 0.00025}
