[34m[1mwandb[39m[22m: [33mWARNING[39m Calling wandb.run.save without any arguments is deprecated.Changes to attributes are automatically persisted.
INFO: You are using a CUDA device ('NVIDIA GeForce RTX 3090') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
INFO:lightning.pytorch.utilities.rank_zero:You are using a CUDA device ('NVIDIA GeForce RTX 3090') that has Tensor Cores. To properly utilize them, you should set `torch.set_float32_matmul_precision('medium' | 'high')` which will trade-off precision for performance. For more details, read https://pytorch.org/docs/stable/generated/torch.set_float32_matmul_precision.html#torch.set_float32_matmul_precision
INFO: Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
INFO:lightning.fabric.utilities.distributed:Initializing distributed: GLOBAL_RANK: 0, MEMBER: 1/1
INFO: ----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
INFO:lightning.pytorch.utilities.rank_zero:----------------------------------------------------------------------------------------------------
distributed_backend=nccl
All distributed processes registered. Starting with 1 processes
----------------------------------------------------------------------------------------------------
INFO:timm.models._builder:Loading pretrained weights from Hugging Face hub (timm/maxvit_xlarge_tf_512.in21k_ft_in1k)
INFO:timm.models._hub:[timm/maxvit_xlarge_tf_512.in21k_ft_in1k] Safe alternative available for 'pytorch_model.bin' (as 'model.safetensors'). Loading weights using safetensors.
INFO:RS_utils:{'input_size': (3, 512, 512), 'interpolation': 'bicubic', 'mean': (0.5, 0.5, 0.5), 'std': (0.5, 0.5, 0.5), 'crop_pct': 1.0, 'crop_mode': 'squash'}
INFO:RS_utils:Compose(
    Resize(size=(512, 512), interpolation=bicubic, max_size=None, antialias=warn)
    CenterCrop(size=(512, 512))
    ToTensor()
    Normalize(mean=tensor([0.5000, 0.5000, 0.5000]), std=tensor([0.5000, 0.5000, 0.5000]))
INFO:RS_utils:{'epoch': 0, 'iteration': 77, 'progress': 0.55, 'loss': 1.8193, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 78, 'progress': 0.56, 'loss': 2.1083, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 79, 'progress': 0.57, 'loss': 2.0541, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 80, 'progress': 0.57, 'loss': 2.6464, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 81, 'progress': 0.58, 'loss': 1.9995, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 82, 'progress': 0.59, 'loss': 1.7768, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 83, 'progress': 0.6, 'loss': 2.416, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 84, 'progress': 0.6, 'loss': 2.3701, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 85, 'progress': 0.61, 'loss': 2.123, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 86, 'progress': 0.62, 'loss': 2.0781, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 87, 'progress': 0.63, 'loss': 1.6772, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 88, 'progress': 0.63, 'loss': 1.9985, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 89, 'progress': 0.64, 'loss': 1.978, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 90, 'progress': 0.65, 'loss': 1.9746, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 91, 'progress': 0.65, 'loss': 1.8017, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 92, 'progress': 0.66, 'loss': 1.6772, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 93, 'progress': 0.67, 'loss': 1.9399, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 94, 'progress': 0.68, 'loss': 2.3818, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 95, 'progress': 0.68, 'loss': 1.4199, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 96, 'progress': 0.69, 'loss': 2.5556, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 97, 'progress': 0.7, 'loss': 1.7402, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 98, 'progress': 0.71, 'loss': 1.685, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 99, 'progress': 0.71, 'loss': 1.9614, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 100, 'progress': 0.72, 'loss': 2.081, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 101, 'progress': 0.73, 'loss': 2.288, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 102, 'progress': 0.73, 'loss': 2.1865, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 103, 'progress': 0.74, 'loss': 1.6352, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 104, 'progress': 0.75, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 105, 'progress': 0.76, 'loss': 1.6157, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 106, 'progress': 0.76, 'loss': 1.603, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 107, 'progress': 0.77, 'loss': 2.1474, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 108, 'progress': 0.78, 'loss': 2.2128, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 109, 'progress': 0.78, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 110, 'progress': 0.79, 'loss': 1.4453, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 111, 'progress': 0.8, 'loss': 2.0214, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 112, 'progress': 0.81, 'loss': 1.7358, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 113, 'progress': 0.81, 'loss': 2.0874, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 114, 'progress': 0.82, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 115, 'progress': 0.83, 'loss': 1.2436, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 116, 'progress': 0.84, 'loss': 1.4208, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 117, 'progress': 0.84, 'loss': 2.2875, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 118, 'progress': 0.85, 'loss': 1.6596, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 119, 'progress': 0.86, 'loss': 1.7553, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 120, 'progress': 0.86, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 121, 'progress': 0.87, 'loss': 1.8901, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 122, 'progress': 0.88, 'loss': 2.5136, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 123, 'progress': 0.89, 'loss': 1.749, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 124, 'progress': 0.89, 'loss': 1.7841, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 125, 'progress': 0.9, 'loss': 2.5234, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 126, 'progress': 0.91, 'loss': 1.4707, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 127, 'progress': 0.92, 'loss': 1.4931, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 128, 'progress': 0.92, 'loss': 2.0258, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 129, 'progress': 0.93, 'loss': 2.4819, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 130, 'progress': 0.94, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 131, 'progress': 0.94, 'loss': 1.9633, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 132, 'progress': 0.95, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 133, 'progress': 0.96, 'loss': 1.2636, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 134, 'progress': 0.97, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 135, 'progress': 0.97, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 136, 'progress': 0.98, 'loss': 1.767, 'batch_size': 2, 'lr': 0.00025}
INFO:RS_utils:{'epoch': 0, 'iteration': 137, 'progress': 0.99, 'loss': nan, 'batch_size': 2, 'lr': 0.00025}
Traceback (most recent call last):
  File "01.finetune.py", line 146, in <module>
    Console.print(f" Best Top-1 Accuracy: [red]{(best_top1_acc):>0.1f}%[/red]\tBest Top-5 Accuracy: [red]{(best_top5_acc):>0.1f}%[/red]\n")
  File "/mnt/hdd/eric/.conda/envs/mapv2/lib/python3.8/site-packages/rich/console.py", line 1664, in print
    soft_wrap = self.soft_wrap
AttributeError: 'str' object has no attribute 'soft_wrap'
